"quantity_name","units"
"shaded_collatz_PAR_flux_layer_6","mol / m^2 / s"
"shaded_collatz_PAR_flux_layer_7","J / (m^2 leaf) / s"
"shaded_collatz_PAR_flux_layer_7","mol / m^2 / s"
"shaded_collatz_PAR_flux_layer_8","J / (m^2 leaf) / s"
"shaded_collatz_PAR_flux_layer_8","mol / m^2 / s"
"shaded_collatz_PAR_flux_layer_9","J / (m^2 leaf) / s"
"shaded_collatz_PAR_flux_layer_9","mol / m^2 / s"
"shaded_collatz_RT_layer_0","mol / m^2 / s"
"shaded_collatz_RT_layer_1","mol / m^2 / s"
"shaded_collatz_RT_layer_2","mol / m^2 / s"
"shaded_collatz_RT_layer_3","mol / m^2 / s"
"shaded_collatz_RT_layer_4","mol / m^2 / s"
"shaded_collatz_RT_layer_5","mol / m^2 / s"
"shaded_collatz_RT_layer_6","mol / m^2 / s"
"shaded_collatz_RT_layer_7","mol / m^2 / s"
"shaded_collatz_RT_layer_8","mol / m^2 / s"
"shaded_collatz_RT_layer_9","mol / m^2 / s"
"shaded_collatz_VT_layer_0","mol / m^2 / s"
"shaded_collatz_VT_layer_1","mol / m^2 / s"
"shaded_collatz_VT_layer_2","mol / m^2 / s"
"shaded_collatz_VT_layer_3","mol / m^2 / s"
"shaded_collatz_VT_layer_4","mol / m^2 / s"
"shaded_collatz_VT_layer_5","mol / m^2 / s"
"shaded_collatz_VT_layer_6","mol / m^2 / s"
"shaded_collatz_VT_layer_7","mol / m^2 / s"
"shaded_collatz_VT_layer_8","mol / m^2 / s"
"shaded_collatz_VT_layer_9","mol / m^2 / s"
"shaded_conductance_adjustment_factor_WS_layer_0","dimensionless"
"shaded_conductance_adjustment_factor_WS_layer_1","dimensionless"
"shaded_conductance_adjustment_factor_WS_layer_2","dimensionless"
"shaded_conductance_adjustment_factor_WS_layer_3","dimensionless"
"shaded_conductance_adjustment_factor_WS_layer_4","dimensionless"
"shaded_conductance_adjustment_factor_WS_layer_5","dimensionless"
"shaded_conductance_adjustment_factor_WS_layer_6","dimensionless"
"shaded_conductance_adjustment_factor_WS_layer_7","dimensionless"
"shaded_conductance_adjustment_factor_WS_layer_8","dimensionless"
"shaded_conductance_adjustment_factor_WS_layer_9","dimensionless"
"shaded_conductance_boundary_co2_layer_0","mol / m^2 / s"
"shaded_conductance_boundary_co2_layer_1","mol / m^2 / s"
"shaded_conductance_boundary_co2_layer_2","mol / m^2 / s"
"shaded_conductance_boundary_co2_layer_3","mol / m^2 / s"
"shaded_conductance_boundary_co2_layer_4","mol / m^2 / s"
"shaded_conductance_boundary_co2_layer_5","mol / m^2 / s"
"shaded_conductance_boundary_co2_layer_6","mol / m^2 / s"
"shaded_conductance_boundary_co2_layer_7","mol / m^2 / s"
"shaded_conductance_boundary_co2_layer_8","mol / m^2 / s"
"shaded_conductance_boundary_co2_layer_9","mol / m^2 / s"
"shaded_conductance_boundary_h2o_forced_layer_0","mol / m^2 / s"
"shaded_conductance_boundary_h2o_forced_layer_1","mol / m^2 / s"
"shaded_conductance_boundary_h2o_forced_layer_2","mol / m^2 / s"
"shaded_conductance_boundary_h2o_forced_layer_3","mol / m^2 / s"
"shaded_conductance_boundary_h2o_forced_layer_4","mol / m^2 / s"
"shaded_conductance_boundary_h2o_forced_layer_5","mol / m^2 / s"
"shaded_conductance_boundary_h2o_forced_layer_6","mol / m^2 / s"
"shaded_conductance_boundary_h2o_forced_layer_7","mol / m^2 / s"
"shaded_conductance_boundary_h2o_forced_layer_8","mol / m^2 / s"
"shaded_conductance_boundary_h2o_forced_layer_9","mol / m^2 / s"
"shaded_conductance_boundary_h2o_free_layer_0","mol / m^2 / s"
"shaded_conductance_boundary_h2o_free_layer_1","mol / m^2 / s"
"shaded_conductance_boundary_h2o_free_layer_2","mol / m^2 / s"
"shaded_conductance_boundary_h2o_free_layer_3","mol / m^2 / s"
"shaded_conductance_boundary_h2o_free_layer_4","mol / m^2 / s"
"shaded_conductance_boundary_h2o_free_layer_5","mol / m^2 / s"
"shaded_conductance_boundary_h2o_free_layer_6","mol / m^2 / s"
"shaded_conductance_boundary_h2o_free_layer_7","mol / m^2 / s"
"shaded_conductance_boundary_h2o_free_layer_8","mol / m^2 / s"
"shaded_conductance_boundary_h2o_free_layer_9","mol / m^2 / s"
"shaded_conductance_boundary_h2o_layer_0","mol / m^2 / s"
"shaded_conductance_boundary_h2o_layer_1","mol / m^2 / s"
"shaded_conductance_boundary_h2o_layer_2","mol / m^2 / s"
"shaded_conductance_boundary_h2o_layer_3","mol / m^2 / s"
"shaded_conductance_boundary_h2o_layer_4","mol / m^2 / s"
"shaded_conductance_boundary_h2o_layer_5","mol / m^2 / s"
"shaded_conductance_boundary_h2o_layer_6","mol / m^2 / s"
"shaded_conductance_boundary_h2o_layer_7","mol / m^2 / s"
"shaded_conductance_boundary_h2o_layer_8","mol / m^2 / s"
"shaded_conductance_boundary_h2o_layer_9","mol / m^2 / s"
"shaded_conductance_stomatal_co2_layer_0","mol / m^2 / s"
"shaded_conductance_stomatal_co2_layer_1","mol / m^2 / s"
"shaded_conductance_stomatal_co2_layer_2","mol / m^2 / s"
"shaded_conductance_stomatal_co2_layer_3","mol / m^2 / s"
"shaded_conductance_stomatal_co2_layer_4","mol / m^2 / s"
"shaded_conductance_stomatal_co2_layer_5","mol / m^2 / s"
"shaded_conductance_stomatal_co2_layer_6","mol / m^2 / s"
"shaded_conductance_stomatal_co2_layer_7","mol / m^2 / s"
"shaded_conductance_stomatal_co2_layer_8","mol / m^2 / s"
"shaded_conductance_stomatal_co2_layer_9","mol / m^2 / s"
"shaded_conductance_stomatal_h2o_layer_0","mol / m^2 / s"
"shaded_conductance_stomatal_h2o_layer_1","mol / m^2 / s"
"shaded_conductance_stomatal_h2o_layer_2","mol / m^2 / s"
"shaded_conductance_stomatal_h2o_layer_3","mol / m^2 / s"
"shaded_conductance_stomatal_h2o_layer_4","mol / m^2 / s"
"shaded_conductance_stomatal_h2o_layer_5","mol / m^2 / s"
"shaded_conductance_stomatal_h2o_layer_6","mol / m^2 / s"
"shaded_conductance_stomatal_h2o_layer_7","mol / m^2 / s"
"shaded_conductance_stomatal_h2o_layer_8","mol / m^2 / s"
"shaded_conductance_stomatal_h2o_layer_9","mol / m^2 / s"
"shaded_ed_c4_leaf_photosynthesis4_ncalls_layer_0","No units found"
"shaded_ed_c4_leaf_photosynthesis4_ncalls_layer_1","No units found"
"shaded_ed_c4_leaf_photosynthesis4_ncalls_layer_2","No units found"
"shaded_ed_c4_leaf_photosynthesis4_ncalls_layer_3","No units found"
"shaded_ed_c4_leaf_photosynthesis4_ncalls_layer_4","No units found"
"shaded_ed_c4_leaf_photosynthesis4_ncalls_layer_5","No units found"
"shaded_ed_c4_leaf_photosynthesis4_ncalls_layer_6","No units found"
"shaded_ed_c4_leaf_photosynthesis4_ncalls_layer_7","No units found"
"shaded_ed_c4_leaf_photosynthesis4_ncalls_layer_8","No units found"
"shaded_ed_c4_leaf_photosynthesis4_ncalls_layer_9","No units found"
"shaded_ed_c4_leaf_photosynthesis4_nsteps_layer_0","No units found"
"shaded_ed_c4_leaf_photosynthesis4_nsteps_layer_1","No units found"
"shaded_ed_c4_leaf_photosynthesis4_nsteps_layer_2","No units found"
"shaded_ed_c4_leaf_photosynthesis4_nsteps_layer_3","No units found"
"shaded_ed_c4_leaf_photosynthesis4_nsteps_layer_4","No units found"
"shaded_ed_c4_leaf_photosynthesis4_nsteps_layer_5","No units found"
"shaded_ed_c4_leaf_photosynthesis4_nsteps_layer_6","No units found"
"shaded_ed_c4_leaf_photosynthesis4_nsteps_layer_7","No units found"
"shaded_ed_c4_leaf_photosynthesis4_nsteps_layer_8","No units found"
"shaded_ed_c4_leaf_photosynthesis4_nsteps_layer_9","No units found"
"shaded_ed_c4_leaf_photosynthesis4_success_layer_0","No units found"
"shaded_ed_c4_leaf_photosynthesis4_success_layer_1","No units found"
"shaded_ed_c4_leaf_photosynthesis4_success_layer_2","No units found"
"shaded_ed_c4_leaf_photosynthesis4_success_layer_3","No units found"
"shaded_ed_c4_leaf_photosynthesis4_success_layer_4","No units found"
"shaded_ed_c4_leaf_photosynthesis4_success_layer_5","No units found"
"shaded_ed_c4_leaf_photosynthesis4_success_layer_6","No units found"
"shaded_ed_c4_leaf_photosynthesis4_success_layer_7","No units found"
"shaded_ed_c4_leaf_photosynthesis4_success_layer_8","No units found"
"shaded_ed_c4_leaf_photosynthesis4_success_layer_9","No units found"
"shaded_ed_nikolov_conductance_free_solve_ncalls_layer_0","No units found"
"shaded_ed_nikolov_conductance_free_solve_ncalls_layer_1","No units found"
"shaded_ed_nikolov_conductance_free_solve_ncalls_layer_2","No units found"
"shaded_ed_nikolov_conductance_free_solve_ncalls_layer_3","No units found"
"shaded_ed_nikolov_conductance_free_solve_ncalls_layer_4","No units found"
"shaded_ed_nikolov_conductance_free_solve_ncalls_layer_5","No units found"
"shaded_ed_nikolov_conductance_free_solve_ncalls_layer_6","No units found"
"shaded_ed_nikolov_conductance_free_solve_ncalls_layer_7","No units found"
"shaded_ed_nikolov_conductance_free_solve_ncalls_layer_8","No units found"
"shaded_ed_nikolov_conductance_free_solve_ncalls_layer_9","No units found"
"shaded_ed_nikolov_conductance_free_solve_nsteps_layer_0","No units found"
"shaded_ed_nikolov_conductance_free_solve_nsteps_layer_1","No units found"
"shaded_ed_nikolov_conductance_free_solve_nsteps_layer_2","No units found"
"shaded_ed_nikolov_conductance_free_solve_nsteps_layer_3","No units found"
"shaded_ed_nikolov_conductance_free_solve_nsteps_layer_4","No units found"
"shaded_ed_nikolov_conductance_free_solve_nsteps_layer_5","No units found"
"shaded_ed_nikolov_conductance_free_solve_nsteps_layer_6","No units found"
"shaded_ed_nikolov_conductance_free_solve_nsteps_layer_7","No units found"
"shaded_ed_nikolov_conductance_free_solve_nsteps_layer_8","No units found"
"shaded_ed_nikolov_conductance_free_solve_nsteps_layer_9","No units found"
"shaded_ed_nikolov_conductance_free_solve_success_layer_0","No units found"
"shaded_ed_nikolov_conductance_free_solve_success_layer_1","No units found"
"shaded_ed_nikolov_conductance_free_solve_success_layer_2","No units found"
"shaded_ed_nikolov_conductance_free_solve_success_layer_3","No units found"
"shaded_ed_nikolov_conductance_free_solve_success_layer_4","No units found"
"shaded_ed_nikolov_conductance_free_solve_success_layer_5","No units found"
"shaded_ed_nikolov_conductance_free_solve_success_layer_6","No units found"
"shaded_ed_nikolov_conductance_free_solve_success_layer_7","No units found"
"shaded_ed_nikolov_conductance_free_solve_success_layer_8","No units found"
"shaded_ed_nikolov_conductance_free_solve_success_layer_9","No units found"
"shaded_EPenman_layer_0","mmol / m^2 / s"
"shaded_EPenman_layer_1","mmol / m^2 / s"
"shaded_EPenman_layer_2","mmol / m^2 / s"
"shaded_EPenman_layer_3","mmol / m^2 / s"
"shaded_EPenman_layer_4","mmol / m^2 / s"
"shaded_EPenman_layer_5","mmol / m^2 / s"
"shaded_EPenman_layer_6","mmol / m^2 / s"
"shaded_EPenman_layer_7","mmol / m^2 / s"
"shaded_EPenman_layer_8","mmol / m^2 / s"
"shaded_EPenman_layer_9","mmol / m^2 / s"
"shaded_EPriestly_layer_0","mmol / m^2 / s"
"shaded_EPriestly_layer_1","mmol / m^2 / s"
"shaded_EPriestly_layer_2","mmol / m^2 / s"
"shaded_EPriestly_layer_3","mmol / m^2 / s"
"shaded_EPriestly_layer_4","mmol / m^2 / s"
"shaded_EPriestly_layer_5","mmol / m^2 / s"
"shaded_EPriestly_layer_6","mmol / m^2 / s"
"shaded_EPriestly_layer_7","mmol / m^2 / s"
"shaded_EPriestly_layer_8","mmol / m^2 / s"
"shaded_EPriestly_layer_9","mmol / m^2 / s"
"shaded_fraction_layer_0","dimensionless"
"shaded_fraction_layer_1","dimensionless"
"shaded_fraction_layer_2","dimensionless"
"shaded_fraction_layer_3","dimensionless"
"shaded_fraction_layer_4","dimensionless"
"shaded_fraction_layer_5","dimensionless"
"shaded_fraction_layer_6","dimensionless"
"shaded_fraction_layer_7","dimensionless"
"shaded_fraction_layer_8","dimensionless"
"shaded_fraction_layer_9","dimensionless"
"shaded_GrossAssim_layer_0","micromole / m^2 /s"
"shaded_GrossAssim_layer_0","Mg / ha / hr"
"shaded_GrossAssim_layer_1","micromole / m^2 /s"
"shaded_GrossAssim_layer_1","Mg / ha / hr"
"shaded_GrossAssim_layer_2","micromole / m^2 /s"
"shaded_GrossAssim_layer_2","Mg / ha / hr"
"shaded_GrossAssim_layer_3","micromole / m^2 /s"
"shaded_GrossAssim_layer_3","Mg / ha / hr"
"shaded_GrossAssim_layer_4","micromole / m^2 /s"
"shaded_GrossAssim_layer_4","Mg / ha / hr"
"shaded_GrossAssim_layer_5","micromole / m^2 /s"
"shaded_GrossAssim_layer_5","Mg / ha / hr"
"shaded_GrossAssim_layer_6","micromole / m^2 /s"
"shaded_GrossAssim_layer_6","Mg / ha / hr"
"shaded_GrossAssim_layer_7","micromole / m^2 /s"
"shaded_GrossAssim_layer_7","Mg / ha / hr"
"shaded_GrossAssim_layer_8","micromole / m^2 /s"
"shaded_GrossAssim_layer_8","Mg / ha / hr"
"shaded_GrossAssim_layer_9","micromole / m^2 /s"
"shaded_GrossAssim_layer_9","Mg / ha / hr"
"shaded_Gs_layer_0","mmol / m^2 / s"
"shaded_Gs_layer_1","mmol / m^2 / s"
"shaded_Gs_layer_2","mmol / m^2 / s"
"shaded_Gs_layer_3","mmol / m^2 / s"
"shaded_Gs_layer_4","mmol / m^2 / s"
"shaded_Gs_layer_5","mmol / m^2 / s"
"shaded_Gs_layer_6","mmol / m^2 / s"
"shaded_Gs_layer_7","mmol / m^2 / s"
"shaded_Gs_layer_8","mmol / m^2 / s"
"shaded_Gs_layer_9","mmol / m^2 / s"
"shaded_incident_par_layer_0","J / (m^2 leaf) / s"
"shaded_incident_par_layer_1","J / (m^2 leaf) / s"
"shaded_incident_par_layer_2","J / (m^2 leaf) / s"
"shaded_incident_par_layer_3","J / (m^2 leaf) / s"
"shaded_incident_par_layer_4","J / (m^2 leaf) / s"
"shaded_incident_par_layer_5","J / (m^2 leaf) / s"
"shaded_incident_par_layer_6","J / (m^2 leaf) / s"
"shaded_incident_par_layer_7","J / (m^2 leaf) / s"
"shaded_incident_par_layer_8","J / (m^2 leaf) / s"
"shaded_incident_par_layer_9","J / (m^2 leaf) / s"
"shaded_incident_ppfd_layer_0","micromol / (m^2 leaf) / s"
"shaded_incident_ppfd_layer_1","micromol / (m^2 leaf) / s"
"shaded_incident_ppfd_layer_2","micromol / (m^2 leaf) / s"
"shaded_incident_ppfd_layer_3","micromol / (m^2 leaf) / s"
"shaded_incident_ppfd_layer_4","micromol / (m^2 leaf) / s"
"shaded_incident_ppfd_layer_5","micromol / (m^2 leaf) / s"
"shaded_incident_ppfd_layer_6","micromol / (m^2 leaf) / s"
"shaded_incident_ppfd_layer_7","micromol / (m^2 leaf) / s"
"shaded_incident_ppfd_layer_8","micromol / (m^2 leaf) / s"
"shaded_incident_ppfd_layer_9","micromol / (m^2 leaf) / s"
"shaded_latent_heat_vaporization_of_water_layer_0","J / kg"
"shaded_latent_heat_vaporization_of_water_layer_1","J / kg"
"shaded_latent_heat_vaporization_of_water_layer_2","J / kg"
"shaded_latent_heat_vaporization_of_water_layer_3","J / kg"
"shaded_latent_heat_vaporization_of_water_layer_4","J / kg"
"shaded_latent_heat_vaporization_of_water_layer_5","J / kg"
"shaded_latent_heat_vaporization_of_water_layer_6","J / kg"
"shaded_latent_heat_vaporization_of_water_layer_7","J / kg"
"shaded_latent_heat_vaporization_of_water_layer_8","J / kg"
"shaded_latent_heat_vaporization_of_water_layer_9","J / kg"
"shaded_leaf_temperature_layer_0","deg. C"
"shaded_leaf_temperature_layer_1","deg. C"
"shaded_leaf_temperature_layer_2","deg. C"
"shaded_leaf_temperature_layer_3","deg. C"
"shaded_leaf_temperature_layer_4","deg. C"
"shaded_leaf_temperature_layer_5","deg. C"
"shaded_leaf_temperature_layer_6","deg. C"
"shaded_leaf_temperature_layer_7","deg. C"
"shaded_leaf_temperature_layer_8","deg. C"
"shaded_leaf_temperature_layer_9","deg. C"
"shaded_long_wave_energy_loss_leaf_layer_0","W / m^2"
"shaded_long_wave_energy_loss_leaf_layer_0","J / m^2 / s"
"shaded_long_wave_energy_loss_leaf_layer_1","W / m^2"
"shaded_long_wave_energy_loss_leaf_layer_1","J / m^2 / s"
"shaded_long_wave_energy_loss_leaf_layer_2","W / m^2"
"shaded_long_wave_energy_loss_leaf_layer_2","J / m^2 / s"
"shaded_long_wave_energy_loss_leaf_layer_3","W / m^2"
"shaded_long_wave_energy_loss_leaf_layer_3","J / m^2 / s"
"shaded_long_wave_energy_loss_leaf_layer_4","W / m^2"
"shaded_long_wave_energy_loss_leaf_layer_4","J / m^2 / s"
"shaded_long_wave_energy_loss_leaf_layer_5","W / m^2"
"shaded_long_wave_energy_loss_leaf_layer_5","J / m^2 / s"
"shaded_long_wave_energy_loss_leaf_layer_6","W / m^2"
"shaded_long_wave_energy_loss_leaf_layer_6","J / m^2 / s"
"shaded_long_wave_energy_loss_leaf_layer_7","W / m^2"
"shaded_long_wave_energy_loss_leaf_layer_7","J / m^2 / s"
"shaded_long_wave_energy_loss_leaf_layer_8","W / m^2"
"shaded_long_wave_energy_loss_leaf_layer_8","J / m^2 / s"
"shaded_long_wave_energy_loss_leaf_layer_9","W / m^2"
"shaded_long_wave_energy_loss_leaf_layer_9","J / m^2 / s"
"shaded_mole_fraction_co2_intercellular_layer_0","dimensionless from mol / mol"
"shaded_mole_fraction_co2_intercellular_layer_0","mol / mol"
"shaded_mole_fraction_co2_intercellular_layer_1","dimensionless from mol / mol"
"shaded_mole_fraction_co2_intercellular_layer_1","mol / mol"
"shaded_mole_fraction_co2_intercellular_layer_2","dimensionless from mol / mol"
"shaded_mole_fraction_co2_intercellular_layer_2","mol / mol"
"shaded_mole_fraction_co2_intercellular_layer_3","dimensionless from mol / mol"
"shaded_mole_fraction_co2_intercellular_layer_3","mol / mol"
"shaded_mole_fraction_co2_intercellular_layer_4","dimensionless from mol / mol"
"shaded_mole_fraction_co2_intercellular_layer_4","mol / mol"
"shaded_mole_fraction_co2_intercellular_layer_5","dimensionless from mol / mol"
"shaded_mole_fraction_co2_intercellular_layer_5","mol / mol"
"shaded_mole_fraction_co2_intercellular_layer_6","dimensionless from mol / mol"
"shaded_mole_fraction_co2_intercellular_layer_6","mol / mol"
"shaded_mole_fraction_co2_intercellular_layer_7","dimensionless from mol / mol"
"shaded_mole_fraction_co2_intercellular_layer_7","mol / mol"
"shaded_mole_fraction_co2_intercellular_layer_8","dimensionless from mol / mol"
"shaded_mole_fraction_co2_intercellular_layer_8","mol / mol"
"shaded_mole_fraction_co2_intercellular_layer_9","dimensionless from mol / mol"
"shaded_mole_fraction_co2_intercellular_layer_9","mol / mol"
"shaded_mole_fraction_co2_leaf_surface_layer_0","dimensionless from mol / mol"
"shaded_mole_fraction_co2_leaf_surface_layer_1","dimensionless from mol / mol"
"shaded_mole_fraction_co2_leaf_surface_layer_2","dimensionless from mol / mol"
"shaded_mole_fraction_co2_leaf_surface_layer_3","dimensionless from mol / mol"
"shaded_mole_fraction_co2_leaf_surface_layer_4","dimensionless from mol / mol"
"shaded_mole_fraction_co2_leaf_surface_layer_5","dimensionless from mol / mol"
"shaded_mole_fraction_co2_leaf_surface_layer_6","dimensionless from mol / mol"
"shaded_mole_fraction_co2_leaf_surface_layer_7","dimensionless from mol / mol"
"shaded_mole_fraction_co2_leaf_surface_layer_8","dimensionless from mol / mol"
"shaded_mole_fraction_co2_leaf_surface_layer_9","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_atmosphere_layer_0","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_atmosphere_layer_1","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_atmosphere_layer_2","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_atmosphere_layer_3","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_atmosphere_layer_4","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_atmosphere_layer_5","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_atmosphere_layer_6","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_atmosphere_layer_7","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_atmosphere_layer_8","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_atmosphere_layer_9","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_intercellular_layer_0","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_intercellular_layer_1","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_intercellular_layer_2","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_intercellular_layer_3","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_intercellular_layer_4","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_intercellular_layer_5","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_intercellular_layer_6","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_intercellular_layer_7","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_intercellular_layer_8","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_intercellular_layer_9","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_leaf_surface_layer_0","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_leaf_surface_layer_0","dimensionless from Pa / Pa"
"shaded_mole_fraction_h2o_leaf_surface_layer_1","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_leaf_surface_layer_1","dimensionless from Pa / Pa"
"shaded_mole_fraction_h2o_leaf_surface_layer_2","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_leaf_surface_layer_2","dimensionless from Pa / Pa"
"shaded_mole_fraction_h2o_leaf_surface_layer_3","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_leaf_surface_layer_3","dimensionless from Pa / Pa"
"shaded_mole_fraction_h2o_leaf_surface_layer_4","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_leaf_surface_layer_4","dimensionless from Pa / Pa"
"shaded_mole_fraction_h2o_leaf_surface_layer_5","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_leaf_surface_layer_5","dimensionless from Pa / Pa"
"shaded_mole_fraction_h2o_leaf_surface_layer_6","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_leaf_surface_layer_6","dimensionless from Pa / Pa"
"shaded_mole_fraction_h2o_leaf_surface_layer_7","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_leaf_surface_layer_7","dimensionless from Pa / Pa"
"shaded_mole_fraction_h2o_leaf_surface_layer_8","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_leaf_surface_layer_8","dimensionless from Pa / Pa"
"shaded_mole_fraction_h2o_leaf_surface_layer_9","dimensionless from mol / mol"
"shaded_mole_fraction_h2o_leaf_surface_layer_9","dimensionless from Pa / Pa"
"shaded_nikolov_virtual_temperature_difference_layer_0","degrees C"
"shaded_nikolov_virtual_temperature_difference_layer_1","degrees C"
"shaded_nikolov_virtual_temperature_difference_layer_2","degrees C"
"shaded_nikolov_virtual_temperature_difference_layer_3","degrees C"
"shaded_nikolov_virtual_temperature_difference_layer_4","degrees C"
"shaded_nikolov_virtual_temperature_difference_layer_5","degrees C"
"shaded_nikolov_virtual_temperature_difference_layer_6","degrees C"
"shaded_nikolov_virtual_temperature_difference_layer_7","degrees C"
"shaded_nikolov_virtual_temperature_difference_layer_8","degrees C"
"shaded_nikolov_virtual_temperature_difference_layer_9","degrees C"
"shaded_psychrometric_parameter_layer_0","kg / m^3 / K"
"shaded_psychrometric_parameter_layer_1","kg / m^3 / K"
"shaded_psychrometric_parameter_layer_2","kg / m^3 / K"
"shaded_psychrometric_parameter_layer_3","kg / m^3 / K"
"shaded_psychrometric_parameter_layer_4","kg / m^3 / K"
"shaded_psychrometric_parameter_layer_5","kg / m^3 / K"
"shaded_psychrometric_parameter_layer_6","kg / m^3 / K"
"shaded_psychrometric_parameter_layer_7","kg / m^3 / K"
"shaded_psychrometric_parameter_layer_8","kg / m^3 / K"
"shaded_psychrometric_parameter_layer_9","kg / m^3 / K"
"shaded_respiration_layer_0","mol / m^2 / s"
"shaded_respiration_layer_1","mol / m^2 / s"
"shaded_respiration_layer_2","mol / m^2 / s"
"shaded_respiration_layer_3","mol / m^2 / s"
"shaded_respiration_layer_4","mol / m^2 / s"
"shaded_respiration_layer_5","mol / m^2 / s"
"shaded_respiration_layer_6","mol / m^2 / s"
"shaded_respiration_layer_7","mol / m^2 / s"
"shaded_respiration_layer_8","mol / m^2 / s"
"shaded_respiration_layer_9","mol / m^2 / s"
"shaded_saturation_water_vapor_pressure_layer_0","Pa"
"shaded_saturation_water_vapor_pressure_layer_1","Pa"
"shaded_saturation_water_vapor_pressure_layer_2","Pa"
"shaded_saturation_water_vapor_pressure_layer_3","Pa"
"shaded_saturation_water_vapor_pressure_layer_4","Pa"
"shaded_saturation_water_vapor_pressure_layer_5","Pa"
"shaded_saturation_water_vapor_pressure_layer_6","Pa"
"shaded_saturation_water_vapor_pressure_layer_7","Pa"
"shaded_saturation_water_vapor_pressure_layer_8","Pa"
"shaded_saturation_water_vapor_pressure_layer_9","Pa"
"shaded_sensible_heat_loss_layer_0","J / m^2 / s"
"shaded_sensible_heat_loss_layer_1","J / m^2 / s"
"shaded_sensible_heat_loss_layer_2","J / m^2 / s"
"shaded_sensible_heat_loss_layer_3","J / m^2 / s"
"shaded_sensible_heat_loss_layer_4","J / m^2 / s"
"shaded_sensible_heat_loss_layer_5","J / m^2 / s"
"shaded_sensible_heat_loss_layer_6","J / m^2 / s"
"shaded_sensible_heat_loss_layer_7","J / m^2 / s"
"shaded_sensible_heat_loss_layer_8","J / m^2 / s"
"shaded_sensible_heat_loss_layer_9","J / m^2 / s"
"shaded_slope_water_vapor_layer_0","kg / m^3 / K"
"shaded_slope_water_vapor_layer_1","kg / m^3 / K"
"shaded_slope_water_vapor_layer_2","kg / m^3 / K"
"shaded_slope_water_vapor_layer_3","kg / m^3 / K"
"shaded_slope_water_vapor_layer_4","kg / m^3 / K"
"shaded_slope_water_vapor_layer_5","kg / m^3 / K"
"shaded_slope_water_vapor_layer_6","kg / m^3 / K"
"shaded_slope_water_vapor_layer_7","kg / m^3 / K"
"shaded_slope_water_vapor_layer_8","kg / m^3 / K"
"shaded_slope_water_vapor_layer_9","kg / m^3 / K"
"shaded_temperature_leaf_layer_0","deg. C"
"shaded_temperature_leaf_layer_1","deg. C"
"shaded_temperature_leaf_layer_2","deg. C"
"shaded_temperature_leaf_layer_3","deg. C"
"shaded_temperature_leaf_layer_4","deg. C"
"shaded_temperature_leaf_layer_5","deg. C"
"shaded_temperature_leaf_layer_6","deg. C"
"shaded_temperature_leaf_layer_7","deg. C"
"shaded_temperature_leaf_layer_8","deg. C"
"shaded_temperature_leaf_layer_9","deg. C"
"shaded_transpiration_energy_layer_0","J / m^2 / s"
"shaded_transpiration_energy_layer_1","J / m^2 / s"
"shaded_transpiration_energy_layer_2","J / m^2 / s"
"shaded_transpiration_energy_layer_3","J / m^2 / s"
"shaded_transpiration_energy_layer_4","J / m^2 / s"
"shaded_transpiration_energy_layer_5","J / m^2 / s"
"shaded_transpiration_energy_layer_6","J / m^2 / s"
"shaded_transpiration_energy_layer_7","J / m^2 / s"
"shaded_transpiration_energy_layer_8","J / m^2 / s"
"shaded_transpiration_energy_layer_9","J / m^2 / s"
"shaded_transpiration_rate_layer_0","mol / m^2 / s"
"shaded_transpiration_rate_layer_1","mol / m^2 / s"
"shaded_transpiration_rate_layer_2","mol / m^2 / s"
"shaded_transpiration_rate_layer_3","mol / m^2 / s"
"shaded_transpiration_rate_layer_4","mol / m^2 / s"
"shaded_transpiration_rate_layer_5","mol / m^2 / s"
